time_ms,rr_ms,rr_s,hr_bpm
841.797,474.609,0.474609,126.42
1318.359,476.562,0.476562,125.9
1783.203,464.844,0.464844,129.08
2251.953,468.75,0.46875,128.0
2716.797,464.844,0.464844,129.08
3177.734,460.938,0.460938,130.17
3630.859,453.125,0.453125,132.41
4087.891,457.031,0.457031,131.28
4541.016,453.125,0.453125,132.41
4996.094,455.078,0.455078,131.85
5449.219,453.125,0.453125,132.41
5896.484,447.266,0.447266,134.15
6333.984,437.5,0.4375,137.14
6781.25,447.266,0.447266,134.15
7226.562,445.312,0.445312,134.74
7664.062,437.5,0.4375,137.14
8117.188,453.125,0.453125,132.41
8566.406,449.219,0.449219,133.57
9021.484,455.078,0.455078,131.85
9488.281,466.797,0.466797,128.54
9958.984,470.703,0.470703,127.47
10443.359,484.375,0.484375,123.87
10906.25,462.891,0.462891,129.62
11382.812,476.562,0.476562,125.9
11861.328,478.516,0.478516,125.39
12332.031,470.703,0.470703,127.47
12800.781,468.75,0.46875,128.0
13257.812,457.031,0.457031,131.28
13728.516,470.703,0.470703,127.47
14191.406,462.891,0.462891,129.62
14656.25,464.844,0.464844,129.08
15117.188,460.938,0.460938,130.17
15574.219,457.031,0.457031,131.28
16039.062,464.844,0.464844,129.08
16509.766,470.703,0.470703,127.47
16988.281,478.516,0.478516,125.39
17482.422,494.141,0.494141,121.42
17978.516,496.094,0.496094,120.94
18490.234,511.719,0.511719,117.25
19001.953,511.719,0.511719,117.25
19513.672,511.719,0.511719,117.25
20029.297,515.625,0.515625,116.36
20554.688,525.391,0.525391,114.2
21080.078,525.391,0.525391,114.2
21611.328,531.25,0.53125,112.94
22130.859,519.531,0.519531,115.49
22640.625,509.766,0.509766,117.7
23156.25,515.625,0.515625,116.36
23669.922,513.672,0.513672,116.81
24183.594,513.672,0.513672,116.81
24683.594,500.0,0.5,120.0
25193.359,509.766,0.509766,117.7
25695.312,501.953,0.501953,119.53
26207.031,511.719,0.511719,117.25
26718.75,511.719,0.511719,117.25
27214.844,496.094,0.496094,120.94
27720.703,505.859,0.505859,118.61
28226.562,505.859,0.505859,118.61
28732.422,505.859,0.505859,118.61
29232.422,500.0,0.5,120.0
29746.094,513.672,0.513672,116.81
30271.484,525.391,0.525391,114.2
30791.016,519.531,0.519531,115.49
31318.359,527.344,0.527344,113.78
31835.938,517.578,0.517578,115.92
32353.516,517.578,0.517578,115.92
32876.953,523.438,0.523438,114.63
33402.344,525.391,0.525391,114.2
33925.781,523.438,0.523438,114.63
34439.453,513.672,0.513672,116.81
34958.984,519.531,0.519531,115.49
35480.469,521.484,0.521484,115.06
36000.0,519.531,0.519531,115.49
36513.672,513.672,0.513672,116.81
37035.156,521.484,0.521484,115.06
37556.641,521.484,0.521484,115.06
38080.078,523.438,0.523438,114.63
38597.656,517.578,0.517578,115.92
39125.0,527.344,0.527344,113.78
39648.438,523.438,0.523438,114.63
40181.641,533.203,0.533203,112.53
40722.656,541.016,0.541016,110.9
41261.719,539.062,0.539062,111.3
41800.781,539.062,0.539062,111.3
42345.703,544.922,0.544922,110.11
42898.438,552.734,0.552734,108.55
43451.172,552.734,0.552734,108.55
43994.141,542.969,0.542969,110.5
44535.156,541.016,0.541016,110.9
45080.078,544.922,0.544922,110.11
45628.906,548.828,0.548828,109.32
46197.266,568.359,0.568359,105.57
46742.188,544.922,0.544922,110.11
47292.969,550.781,0.550781,108.94
47845.703,552.734,0.552734,108.55
48416.016,570.312,0.570312,105.21
48974.609,558.594,0.558594,107.41
49537.109,562.5,0.5625,106.67
50109.375,572.266,0.572266,104.85
50687.5,578.125,0.578125,103.78
51275.391,587.891,0.587891,102.06
51871.094,595.703,0.595703,100.72
52447.266,576.172,0.576172,104.14
53035.156,587.891,0.587891,102.06
53611.328,576.172,0.576172,104.14
54191.406,580.078,0.580078,103.43
54753.906,562.5,0.5625,106.67
55312.5,558.594,0.558594,107.41
55855.469,542.969,0.542969,110.5
56429.688,574.219,0.574219,104.49
57000.0,570.312,0.570312,105.21
57574.219,574.219,0.574219,104.49
58150.391,576.172,0.576172,104.14
58748.047,597.656,0.597656,100.39
59367.188,619.141,0.619141,96.91
59986.328,619.141,0.619141,96.91
60568.359,582.031,0.582031,103.09
61144.531,576.172,0.576172,104.14
61710.938,566.406,0.566406,105.93
62267.578,556.641,0.556641,107.79
62820.312,552.734,0.552734,108.55
63365.234,544.922,0.544922,110.11
63906.25,541.016,0.541016,110.9
64451.172,544.922,0.544922,110.11
64996.094,544.922,0.544922,110.11
65529.297,533.203,0.533203,112.53
66072.266,542.969,0.542969,110.5
66617.188,544.922,0.544922,110.11
67162.109,544.922,0.544922,110.11
67703.125,541.016,0.541016,110.9
68251.953,548.828,0.548828,109.32
68796.875,544.922,0.544922,110.11
69349.609,552.734,0.552734,108.55
69902.344,552.734,0.552734,108.55
70447.266,544.922,0.544922,110.11
70990.234,542.969,0.542969,110.5
71535.156,544.922,0.544922,110.11
72080.078,544.922,0.544922,110.11
72605.469,525.391,0.525391,114.2
73117.188,511.719,0.511719,117.25
73630.859,513.672,0.513672,116.81
74148.438,517.578,0.517578,115.92
74667.969,519.531,0.519531,115.49
75203.125,535.156,0.535156,112.12
75744.141,541.016,0.541016,110.9
76289.062,544.922,0.544922,110.11
76853.516,564.453,0.564453,106.3
77445.312,591.797,0.591797,101.39
78064.453,619.141,0.619141,96.91
78671.875,607.422,0.607422,98.78
79259.766,587.891,0.587891,102.06
79853.516,593.75,0.59375,101.05
80435.547,582.031,0.582031,103.09
81000.0,564.453,0.564453,106.3
81552.734,552.734,0.552734,108.55
82107.422,554.688,0.554688,108.17
82664.062,556.641,0.556641,107.79
83205.078,541.016,0.541016,110.9
83740.234,535.156,0.535156,112.12
84289.062,548.828,0.548828,109.32
84833.984,544.922,0.544922,110.11
85394.531,560.547,0.560547,107.04
85941.406,546.875,0.546875,109.71
86505.859,564.453,0.564453,106.3
87054.688,548.828,0.548828,109.32
87603.516,548.828,0.548828,109.32
88154.297,550.781,0.550781,108.94
88691.406,537.109,0.537109,111.71
89228.516,537.109,0.537109,111.71
89763.672,535.156,0.535156,112.12
90306.641,542.969,0.542969,110.5
90847.656,541.016,0.541016,110.9
91376.953,529.297,0.529297,113.36
91912.109,535.156,0.535156,112.12
92449.219,537.109,0.537109,111.71
92968.75,519.531,0.519531,115.49
93494.141,525.391,0.525391,114.2
94015.625,521.484,0.521484,115.06
94537.109,521.484,0.521484,115.06
95056.641,519.531,0.519531,115.49
95587.891,531.25,0.53125,112.94
96115.234,527.344,0.527344,113.78
96638.672,523.438,0.523438,114.63
97169.922,531.25,0.53125,112.94
97693.359,523.438,0.523438,114.63
98222.656,529.297,0.529297,113.36
98753.906,531.25,0.53125,112.94
99291.016,537.109,0.537109,111.71
99824.219,533.203,0.533203,112.53
100357.422,533.203,0.533203,112.53
100724.609,367.188,0.367188,163.4
101451.172,726.562,0.726562,82.58
101990.234,539.062,0.539062,111.3
102519.531,529.297,0.529297,113.36
103042.969,523.438,0.523438,114.63
103568.359,525.391,0.525391,114.2
104095.703,527.344,0.527344,113.78
104609.375,513.672,0.513672,116.81
105132.812,523.438,0.523438,114.63
105652.344,519.531,0.519531,115.49
106183.594,531.25,0.53125,112.94
106708.984,525.391,0.525391,114.2
107232.422,523.438,0.523438,114.63
107765.625,533.203,0.533203,112.53
108300.781,535.156,0.535156,112.12
108841.797,541.016,0.541016,110.9
109380.859,539.062,0.539062,111.3
109916.016,535.156,0.535156,112.12
110460.938,544.922,0.544922,110.11
111001.953,541.016,0.541016,110.9
111484.375,482.422,0.482422,124.37
