time_ms,rr_ms,rr_s,hr_bpm
1328.125,552.734,0.552734,108.55
1861.328,533.203,0.533203,112.53
2419.922,558.594,0.558594,107.41
2972.656,552.734,0.552734,108.55
3496.094,523.438,0.523438,114.63
3798.828,302.734,0.302734,198.19
4585.938,787.109,0.787109,76.23
4919.922,333.984,0.333984,179.65
5617.188,697.266,0.697266,86.05
6273.438,656.25,0.65625,91.43
6654.297,380.859,0.380859,157.54
7164.062,509.766,0.509766,117.7
7669.922,505.859,0.505859,118.61
8152.344,482.422,0.482422,124.37
8947.266,794.922,0.794922,75.48
9453.125,505.859,0.505859,118.61
10582.031,1128.906,1.128906,53.15
11128.906,546.875,0.546875,109.71
11621.094,492.188,0.492188,121.9
12111.328,490.234,0.490234,122.39
12617.188,505.859,0.505859,118.61
13625.0,1007.812,1.007812,59.53
14128.906,503.906,0.503906,119.07
14626.953,498.047,0.498047,120.47
15125.0,498.047,0.498047,120.47
15609.375,484.375,0.484375,123.87
16099.609,490.234,0.490234,122.39
16599.609,500.0,0.5,120.0
17091.797,492.188,0.492188,121.9
17576.172,484.375,0.484375,123.87
18074.219,498.047,0.498047,120.47
18568.359,494.141,0.494141,121.42
19066.406,498.047,0.498047,120.47
19556.641,490.234,0.490234,122.39
20052.734,496.094,0.496094,120.94
20544.922,492.188,0.492188,121.9
21042.969,498.047,0.498047,120.47
21537.109,494.141,0.494141,121.42
23033.203,1496.094,1.496094,40.1
24044.922,1011.719,1.011719,59.31
24552.734,507.812,0.507812,118.15
25162.109,609.375,0.609375,98.46
25576.172,414.062,0.414062,144.91
26134.766,558.594,0.558594,107.41
26587.891,453.125,0.453125,132.41
27103.516,515.625,0.515625,116.36
27599.609,496.094,0.496094,120.94
28103.516,503.906,0.503906,119.07
28597.656,494.141,0.494141,121.42
29099.609,501.953,0.501953,119.53
29593.75,494.141,0.494141,121.42
30089.844,496.094,0.496094,120.94
30501.953,412.109,0.412109,145.59
30906.25,404.297,0.404297,148.41
31607.422,701.172,0.701172,85.57
32105.469,498.047,0.498047,120.47
32619.141,513.672,0.513672,116.81
33119.141,500.0,0.5,120.0
33609.375,490.234,0.490234,122.39
34115.234,505.859,0.505859,118.61
34619.141,503.906,0.503906,119.07
35107.422,488.281,0.488281,122.88
35533.203,425.781,0.425781,140.92
36070.312,537.109,0.537109,111.71
36550.781,480.469,0.480469,124.88
36908.203,357.422,0.357422,167.87
37980.469,1072.266,1.072266,55.96
38453.125,472.656,0.472656,126.94
38931.641,478.516,0.478516,125.39
39406.25,474.609,0.474609,126.42
39884.766,478.516,0.478516,125.39
40373.047,488.281,0.488281,122.88
40859.375,486.328,0.486328,123.37
41353.516,494.141,0.494141,121.42
41833.984,480.469,0.480469,124.88
42324.219,490.234,0.490234,122.39
42802.734,478.516,0.478516,125.39
43281.25,478.516,0.478516,125.39
43761.719,480.469,0.480469,124.88
44240.234,478.516,0.478516,125.39
44732.422,492.188,0.492188,121.9
45218.75,486.328,0.486328,123.37
45714.844,496.094,0.496094,120.94
46210.938,496.094,0.496094,120.94
46703.125,492.188,0.492188,121.9
47199.219,496.094,0.496094,120.94
47691.406,492.188,0.492188,121.9
48197.266,505.859,0.505859,118.61
48708.984,511.719,0.511719,117.25
49212.891,503.906,0.503906,119.07
49712.891,500.0,0.5,120.0
50695.312,982.422,0.982422,61.07
51173.828,478.516,0.478516,125.39
51664.062,490.234,0.490234,122.39
52142.578,478.516,0.478516,125.39
52638.672,496.094,0.496094,120.94
53138.672,500.0,0.5,120.0
53669.922,531.25,0.53125,112.94
54507.812,837.891,0.837891,71.61
55255.859,748.047,0.748047,80.21
55759.766,503.906,0.503906,119.07
56296.875,537.109,0.537109,111.71
56824.219,527.344,0.527344,113.78
57359.375,535.156,0.535156,112.12
57888.672,529.297,0.529297,113.36
58414.062,525.391,0.525391,114.2
58935.547,521.484,0.521484,115.06
59451.172,515.625,0.515625,116.36
59960.938,509.766,0.509766,117.7
60960.938,1000.0,1.0,60.0
61466.797,505.859,0.505859,118.61
61962.891,496.094,0.496094,120.94
62453.125,490.234,0.490234,122.39
62953.125,500.0,0.5,120.0
63451.172,498.047,0.498047,120.47
63951.172,500.0,0.5,120.0
