time_ms,rr_ms,rr_s,hr_bpm
1238.281,677.734,0.677734,88.53
1890.625,652.344,0.652344,91.98
2550.781,660.156,0.660156,90.89
3207.031,656.25,0.65625,91.43
3837.891,630.859,0.630859,95.11
4460.938,623.047,0.623047,96.3
5076.172,615.234,0.615234,97.52
5705.078,628.906,0.628906,95.4
6318.359,613.281,0.613281,97.83
6962.891,644.531,0.644531,93.09
7599.609,636.719,0.636719,94.23
8199.219,599.609,0.599609,100.07
8828.125,628.906,0.628906,95.4
9470.703,642.578,0.642578,93.37
10097.656,626.953,0.626953,95.7
10699.219,601.562,0.601562,99.74
11296.875,597.656,0.597656,100.39
11916.016,619.141,0.619141,96.91
12521.484,605.469,0.605469,99.1
13117.188,595.703,0.595703,100.72
13736.328,619.141,0.619141,96.91
14339.844,603.516,0.603516,99.42
14927.734,587.891,0.587891,102.06
15498.047,570.312,0.570312,105.21
16044.922,546.875,0.546875,109.71
16593.75,548.828,0.548828,109.32
17177.734,583.984,0.583984,102.74
17789.062,611.328,0.611328,98.15
18429.688,640.625,0.640625,93.66
19078.125,648.438,0.648438,92.53
19736.328,658.203,0.658203,91.16
20392.578,656.25,0.65625,91.43
21005.859,613.281,0.613281,97.83
21664.062,658.203,0.658203,91.16
22292.969,628.906,0.628906,95.4
22898.438,605.469,0.605469,99.1
23523.438,625.0,0.625,96.0
24150.391,626.953,0.626953,95.7
24738.281,587.891,0.587891,102.06
25378.906,640.625,0.640625,93.66
26003.906,625.0,0.625,96.0
26601.562,597.656,0.597656,100.39
27236.328,634.766,0.634766,94.52
27865.234,628.906,0.628906,95.4
28513.672,648.438,0.648438,92.53
29156.25,642.578,0.642578,93.37
29763.672,607.422,0.607422,98.78
30386.719,623.047,0.623047,96.3
31005.859,619.141,0.619141,96.91
31615.234,609.375,0.609375,98.46
32222.656,607.422,0.607422,98.78
32794.922,572.266,0.572266,104.85
33431.641,636.719,0.636719,94.23
34039.062,607.422,0.607422,98.78
34675.781,636.719,0.636719,94.23
35300.781,625.0,0.625,96.0
35933.594,632.812,0.632812,94.81
36572.266,638.672,0.638672,93.94
37201.172,628.906,0.628906,95.4
37794.922,593.75,0.59375,101.05
38421.875,626.953,0.626953,95.7
39046.875,625.0,0.625,96.0
39685.547,638.672,0.638672,93.94
40312.5,626.953,0.626953,95.7
40882.812,570.312,0.570312,105.21
41494.141,611.328,0.611328,98.15
42091.797,597.656,0.597656,100.39
42705.078,613.281,0.613281,97.83
43306.641,601.562,0.601562,99.74
43923.828,617.188,0.617188,97.22
44500.0,576.172,0.576172,104.14
45093.75,593.75,0.59375,101.05
45691.406,597.656,0.597656,100.39
46291.016,599.609,0.599609,100.07
46890.625,599.609,0.599609,100.07
47509.766,619.141,0.619141,96.91
48132.812,623.047,0.623047,96.3
48781.25,648.438,0.648438,92.53
49423.828,642.578,0.642578,93.37
50072.266,648.438,0.648438,92.53
50712.891,640.625,0.640625,93.66
51332.031,619.141,0.619141,96.91
51929.688,597.656,0.597656,100.39
52535.156,605.469,0.605469,99.1
53144.531,609.375,0.609375,98.46
53750.0,605.469,0.605469,99.1
54357.422,607.422,0.607422,98.78
54974.609,617.188,0.617188,97.22
55576.172,601.562,0.601562,99.74
56189.453,613.281,0.613281,97.83
56814.453,625.0,0.625,96.0
57447.266,632.812,0.632812,94.81
58078.125,630.859,0.630859,95.11
58667.969,589.844,0.589844,101.72
59281.25,613.281,0.613281,97.83
59890.625,609.375,0.609375,98.46
60494.141,603.516,0.603516,99.42
61105.469,611.328,0.611328,98.15
61718.75,613.281,0.613281,97.83
62287.109,568.359,0.568359,105.57
62914.062,626.953,0.626953,95.7
63523.438,609.375,0.609375,98.46
64148.438,625.0,0.625,96.0
64771.484,623.047,0.623047,96.3
65412.109,640.625,0.640625,93.66
66058.594,646.484,0.646484,92.81
66693.359,634.766,0.634766,94.52
67316.406,623.047,0.623047,96.3
67917.969,601.562,0.601562,99.74
68523.438,605.469,0.605469,99.1
69130.859,607.422,0.607422,98.78
69726.562,595.703,0.595703,100.72
70335.938,609.375,0.609375,98.46
70925.781,589.844,0.589844,101.72
71494.141,568.359,0.568359,105.57
72099.609,605.469,0.605469,99.1
72697.266,597.656,0.597656,100.39
