time_ms,rr_ms,rr_s,hr_bpm
957.031,550.781,0.550781,108.94
1505.859,548.828,0.548828,109.32
2050.781,544.922,0.544922,110.11
2607.422,556.641,0.556641,107.79
3185.547,578.125,0.578125,103.78
3812.5,626.953,0.626953,95.7
4419.922,607.422,0.607422,98.78
5025.391,605.469,0.605469,99.1
5675.781,650.391,0.650391,92.25
6312.5,636.719,0.636719,94.23
6970.703,658.203,0.658203,91.16
7632.812,662.109,0.662109,90.62
8197.266,564.453,0.564453,106.3
8937.5,740.234,0.740234,81.06
9568.359,630.859,0.630859,95.11
10183.594,615.234,0.615234,97.52
10771.484,587.891,0.587891,102.06
11353.516,582.031,0.582031,103.09
11925.781,572.266,0.572266,104.85
12503.906,578.125,0.578125,103.78
13082.031,578.125,0.578125,103.78
13673.828,591.797,0.591797,101.39
14402.344,728.516,0.728516,82.36
14878.906,476.562,0.476562,125.9
15503.906,625.0,0.625,96.0
16191.406,687.5,0.6875,87.27
16880.859,689.453,0.689453,87.03
17595.703,714.844,0.714844,83.93
18294.922,699.219,0.699219,85.81
18982.422,687.5,0.6875,87.27
19640.625,658.203,0.658203,91.16
20277.344,636.719,0.636719,94.23
20910.156,632.812,0.632812,94.81
21544.922,634.766,0.634766,94.52
22167.969,623.047,0.623047,96.3
22824.219,656.25,0.65625,91.43
23500.0,675.781,0.675781,88.79
24181.641,681.641,0.681641,88.02
24876.953,695.312,0.695312,86.29
25576.172,699.219,0.699219,85.81
26310.547,734.375,0.734375,81.7
27021.484,710.938,0.710938,84.4
27726.562,705.078,0.705078,85.1
28412.109,685.547,0.685547,87.52
29097.656,685.547,0.685547,87.52
29763.672,666.016,0.666016,90.09
30425.781,662.109,0.662109,90.62
31076.172,650.391,0.650391,92.25
31703.125,626.953,0.626953,95.7
32296.875,593.75,0.59375,101.05
32882.812,585.938,0.585938,102.4
33457.031,574.219,0.574219,104.49
34027.344,570.312,0.570312,105.21
34607.422,580.078,0.580078,103.43
35203.125,595.703,0.595703,100.72
35833.984,630.859,0.630859,95.11
36472.656,638.672,0.638672,93.94
37128.906,656.25,0.65625,91.43
37804.688,675.781,0.675781,88.79
38474.609,669.922,0.669922,89.56
39162.109,687.5,0.6875,87.27
39830.078,667.969,0.667969,89.82
40501.953,671.875,0.671875,89.3
41150.391,648.438,0.648438,92.53
41802.734,652.344,0.652344,91.98
42453.125,650.391,0.650391,92.25
43097.656,644.531,0.644531,93.09
43750.0,652.344,0.652344,91.98
44396.484,646.484,0.646484,92.81
45052.734,656.25,0.65625,91.43
45708.984,656.25,0.65625,91.43
46359.375,650.391,0.650391,92.25
47005.859,646.484,0.646484,92.81
47652.344,646.484,0.646484,92.81
48146.484,494.141,0.494141,121.42
48861.328,714.844,0.714844,83.93
49458.984,597.656,0.597656,100.39
49982.422,523.438,0.523438,114.63
50607.422,625.0,0.625,96.0
51162.109,554.688,0.554688,108.17
51705.078,542.969,0.542969,110.5
52234.375,529.297,0.529297,113.36
52769.531,535.156,0.535156,112.12
53300.781,531.25,0.53125,112.94
53839.844,539.062,0.539062,111.3
54384.766,544.922,0.544922,110.11
54921.875,537.109,0.537109,111.71
55460.938,539.062,0.539062,111.3
55986.328,525.391,0.525391,114.2
56533.203,546.875,0.546875,109.71
57080.078,546.875,0.546875,109.71
57625.0,544.922,0.544922,110.11
58175.781,550.781,0.550781,108.94
58750.0,574.219,0.574219,104.49
