time_ms,rr_ms,rr_s,hr_bpm
1298.828,585.938,0.585938,102.4
1896.484,597.656,0.597656,100.39
2472.656,576.172,0.576172,104.14
3074.219,601.562,0.601562,99.74
3689.453,615.234,0.615234,97.52
4263.672,574.219,0.574219,104.49
4871.094,607.422,0.607422,98.78
5466.797,595.703,0.595703,100.72
6115.234,648.438,0.648438,92.53
6761.719,646.484,0.646484,92.81
7398.438,636.719,0.636719,94.23
7992.188,593.75,0.59375,101.05
8593.75,601.562,0.601562,99.74
9158.203,564.453,0.564453,106.3
9757.812,599.609,0.599609,100.07
10304.688,546.875,0.546875,109.71
10851.562,546.875,0.546875,109.71
11406.25,554.688,0.554688,108.17
11925.781,519.531,0.519531,115.49
12460.938,535.156,0.535156,112.12
13029.297,568.359,0.568359,105.57
13607.422,578.125,0.578125,103.78
14373.047,765.625,0.765625,78.37
15105.469,732.422,0.732422,81.92
15824.219,718.75,0.71875,83.48
16507.812,683.594,0.683594,87.77
17169.922,662.109,0.662109,90.62
17800.781,630.859,0.630859,95.11
18431.641,630.859,0.630859,95.11
19033.203,601.562,0.601562,99.74
19664.062,630.859,0.630859,95.11
20253.906,589.844,0.589844,101.72
20853.516,599.609,0.599609,100.07
21429.688,576.172,0.576172,104.14
22015.625,585.938,0.585938,102.4
22583.984,568.359,0.568359,105.57
23113.281,529.297,0.529297,113.36
23675.781,562.5,0.5625,106.67
24228.516,552.734,0.552734,108.55
24746.094,517.578,0.517578,115.92
25337.891,591.797,0.591797,101.39
25921.875,583.984,0.583984,102.74
26603.516,681.641,0.681641,88.02
27369.141,765.625,0.765625,78.37
28119.141,750.0,0.75,80.0
28904.297,785.156,0.785156,76.42
29714.844,810.547,0.810547,74.02
30505.859,791.016,0.791016,75.85
31263.672,757.812,0.757812,79.18
31957.031,693.359,0.693359,86.54
32617.188,660.156,0.660156,90.89
33275.391,658.203,0.658203,91.16
33921.875,646.484,0.646484,92.81
34527.344,605.469,0.605469,99.1
35132.812,605.469,0.605469,99.1
35687.5,554.688,0.554688,108.17
36267.578,580.078,0.580078,103.43
36816.406,548.828,0.548828,109.32
37382.812,566.406,0.566406,105.93
37964.844,582.031,0.582031,103.09
38591.797,626.953,0.626953,95.7
39203.125,611.328,0.611328,98.15
39892.578,689.453,0.689453,87.03
40626.953,734.375,0.734375,81.7
41332.031,705.078,0.705078,85.1
42078.125,746.094,0.746094,80.42
42753.906,675.781,0.675781,88.79
43404.297,650.391,0.650391,92.25
44056.641,652.344,0.652344,91.98
44710.938,654.297,0.654297,91.7
45333.984,623.047,0.623047,96.3
45988.281,654.297,0.654297,91.7
46615.234,626.953,0.626953,95.7
47251.953,636.719,0.636719,94.23
47851.562,599.609,0.599609,100.07
48416.016,564.453,0.564453,106.3
48974.609,558.594,0.558594,107.41
49529.297,554.688,0.554688,108.17
50091.797,562.5,0.5625,106.67
50748.047,656.25,0.65625,91.43
51427.734,679.688,0.679688,88.28
52134.766,707.031,0.707031,84.86
52820.312,685.547,0.685547,87.52
53535.156,714.844,0.714844,83.93
54255.859,720.703,0.720703,83.25
55003.906,748.047,0.748047,80.21
55746.094,742.188,0.742188,80.84
56468.75,722.656,0.722656,83.03
57173.828,705.078,0.705078,85.1
57814.453,640.625,0.640625,93.66
58439.453,625.0,0.625,96.0
59039.062,599.609,0.599609,100.07
59638.672,599.609,0.599609,100.07
60216.797,578.125,0.578125,103.78
60794.922,578.125,0.578125,103.78
61398.438,603.516,0.603516,99.42
62021.484,623.047,0.623047,96.3
62654.297,632.812,0.632812,94.81
63291.016,636.719,0.636719,94.23
63933.594,642.578,0.642578,93.37
64554.688,621.094,0.621094,96.6
65160.156,605.469,0.605469,99.1
65761.719,601.562,0.601562,99.74
66365.234,603.516,0.603516,99.42
66982.422,617.188,0.617188,97.22
67603.516,621.094,0.621094,96.6
