time_ms,rr_ms,rr_s,hr_bpm
933.594,572.266,0.572266,104.85
1478.516,544.922,0.544922,110.11
2031.25,552.734,0.552734,108.55
2576.172,544.922,0.544922,110.11
3142.578,566.406,0.566406,105.93
3738.281,595.703,0.595703,100.72
4421.875,683.594,0.683594,87.77
5062.5,640.625,0.640625,93.66
5667.969,605.469,0.605469,99.1
6251.953,583.984,0.583984,102.74
6837.891,585.938,0.585938,102.4
7406.25,568.359,0.568359,105.57
7980.469,574.219,0.574219,104.49
8546.875,566.406,0.566406,105.93
9125.0,578.125,0.578125,103.78
9718.75,593.75,0.59375,101.05
10326.172,607.422,0.607422,98.78
10919.922,593.75,0.59375,101.05
11511.719,591.797,0.591797,101.39
12105.469,593.75,0.59375,101.05
12701.172,595.703,0.595703,100.72
13285.156,583.984,0.583984,102.74
13882.812,597.656,0.597656,100.39
14433.594,550.781,0.550781,108.94
14990.234,556.641,0.556641,107.79
15542.969,552.734,0.552734,108.55
16097.656,554.688,0.554688,108.17
16648.438,550.781,0.550781,108.94
17208.984,560.547,0.560547,107.04
17767.578,558.594,0.558594,107.41
18326.172,558.594,0.558594,107.41
18876.953,550.781,0.550781,108.94
19421.875,544.922,0.544922,110.11
19962.891,541.016,0.541016,110.9
20498.047,535.156,0.535156,112.12
21015.625,517.578,0.517578,115.92
21537.109,521.484,0.521484,115.06
22066.406,529.297,0.529297,113.36
22593.75,527.344,0.527344,113.78
23150.391,556.641,0.556641,107.79
23824.219,673.828,0.673828,89.04
24521.484,697.266,0.697266,86.05
25242.188,720.703,0.720703,83.25
25939.453,697.266,0.697266,86.05
26615.234,675.781,0.675781,88.79
27226.562,611.328,0.611328,98.15
27794.922,568.359,0.568359,105.57
28351.562,556.641,0.556641,107.79
28904.297,552.734,0.552734,108.55
29462.891,558.594,0.558594,107.41
30029.297,566.406,0.566406,105.93
30613.281,583.984,0.583984,102.74
31199.219,585.938,0.585938,102.4
31767.578,568.359,0.568359,105.57
32308.594,541.016,0.541016,110.9
32857.422,548.828,0.548828,109.32
33400.391,542.969,0.542969,110.5
33933.594,533.203,0.533203,112.53
34474.609,541.016,0.541016,110.9
35019.531,544.922,0.544922,110.11
35554.688,535.156,0.535156,112.12
36095.703,541.016,0.541016,110.9
36644.531,548.828,0.548828,109.32
37220.703,576.172,0.576172,104.14
37798.828,578.125,0.578125,103.78
38404.297,605.469,0.605469,99.1
38992.188,587.891,0.587891,102.06
39583.984,591.797,0.591797,101.39
40162.109,578.125,0.578125,103.78
40726.562,564.453,0.564453,106.3
41296.875,570.312,0.570312,105.21
41855.469,558.594,0.558594,107.41
42429.688,574.219,0.574219,104.49
43013.672,583.984,0.583984,102.74
43580.078,566.406,0.566406,105.93
44156.25,576.172,0.576172,104.14
44724.609,568.359,0.568359,105.57
45291.016,566.406,0.566406,105.93
45841.797,550.781,0.550781,108.94
46402.344,560.547,0.560547,107.04
46960.938,558.594,0.558594,107.41
47523.438,562.5,0.5625,106.67
48060.547,537.109,0.537109,111.71
48601.562,541.016,0.541016,110.9
49146.484,544.922,0.544922,110.11
49705.078,558.594,0.558594,107.41
50248.047,542.969,0.542969,110.5
50798.828,550.781,0.550781,108.94
51345.703,546.875,0.546875,109.71
51900.391,554.688,0.554688,108.17
52449.219,548.828,0.548828,109.32
52992.188,542.969,0.542969,110.5
53541.016,548.828,0.548828,109.32
