time_ms,rr_ms,rr_s,hr_bpm
1226.562,740.234,0.740234,81.06
1929.688,703.125,0.703125,85.33
2603.516,673.828,0.673828,89.04
3294.922,691.406,0.691406,86.78
4062.5,767.578,0.767578,78.17
4796.875,734.375,0.734375,81.7
5525.391,728.516,0.728516,82.36
6230.469,705.078,0.705078,85.1
6894.531,664.062,0.664062,90.35
7529.297,634.766,0.634766,94.52
8169.922,640.625,0.640625,93.66
8800.781,630.859,0.630859,95.11
9417.969,617.188,0.617188,97.22
10046.875,628.906,0.628906,95.4
10691.406,644.531,0.644531,93.09
11314.453,623.047,0.623047,96.3
11962.891,648.438,0.648438,92.53
12742.188,779.297,0.779297,76.99
13562.5,820.312,0.820312,73.14
14292.969,730.469,0.730469,82.14
15078.125,785.156,0.785156,76.42
15822.266,744.141,0.744141,80.63
16500.0,677.734,0.677734,88.53
17162.109,662.109,0.662109,90.62
17812.5,650.391,0.650391,92.25
18439.453,626.953,0.626953,95.7
19044.922,605.469,0.605469,99.1
19644.531,599.609,0.599609,100.07
20220.703,576.172,0.576172,104.14
20837.891,617.188,0.617188,97.22
21482.422,644.531,0.644531,93.09
22144.531,662.109,0.662109,90.62
22794.922,650.391,0.650391,92.25
23451.172,656.25,0.65625,91.43
24074.219,623.047,0.623047,96.3
24677.734,603.516,0.603516,99.42
25279.297,601.562,0.601562,99.74
25865.234,585.938,0.585938,102.4
26470.703,605.469,0.605469,99.1
27082.031,611.328,0.611328,98.15
27677.734,595.703,0.595703,100.72
28271.484,593.75,0.59375,101.05
28880.859,609.375,0.609375,98.46
29462.891,582.031,0.582031,103.09
30027.344,564.453,0.564453,106.3
30580.078,552.734,0.552734,108.55
31136.719,556.641,0.556641,107.79
31689.453,552.734,0.552734,108.55
32244.141,554.688,0.554688,108.17
32826.172,582.031,0.582031,103.09
33529.297,703.125,0.703125,85.33
34269.531,740.234,0.740234,81.06
35064.453,794.922,0.794922,75.48
35814.453,750.0,0.75,80.0
36486.328,671.875,0.671875,89.3
37185.547,699.219,0.699219,85.81
37884.766,699.219,0.699219,85.81
38585.938,701.172,0.701172,85.57
39238.281,652.344,0.652344,91.98
39871.094,632.812,0.632812,94.81
40511.719,640.625,0.640625,93.66
41115.234,603.516,0.603516,99.42
41724.609,609.375,0.609375,98.46
42365.234,640.625,0.640625,93.66
43054.688,689.453,0.689453,87.03
43712.891,658.203,0.658203,91.16
44382.812,669.922,0.669922,89.56
45039.062,656.25,0.65625,91.43
45687.5,648.438,0.648438,92.53
46298.828,611.328,0.611328,98.15
46898.438,599.609,0.599609,100.07
47500.0,601.562,0.601562,99.74
48113.281,613.281,0.613281,97.83
48824.219,710.938,0.710938,84.4
49515.625,691.406,0.691406,86.78
50332.031,816.406,0.816406,73.49
51119.141,787.109,0.787109,76.23
51826.172,707.031,0.707031,84.86
52585.938,759.766,0.759766,78.97
53318.359,732.422,0.732422,81.92
53976.562,658.203,0.658203,91.16
54666.016,689.453,0.689453,87.03
55322.266,656.25,0.65625,91.43
55933.594,611.328,0.611328,98.15
56542.969,609.375,0.609375,98.46
57158.203,615.234,0.615234,97.52
57755.859,597.656,0.597656,100.39
58365.234,609.375,0.609375,98.46
59003.906,638.672,0.638672,93.94
59634.766,630.859,0.630859,95.11
60296.875,662.109,0.662109,90.62
60994.141,697.266,0.697266,86.05
