time_ms,rr_ms,rr_s,hr_bpm
867.188,431.641,0.431641,139.0
1298.828,431.641,0.431641,139.0
1724.609,425.781,0.425781,140.92
2166.016,441.406,0.441406,135.93
2615.234,449.219,0.449219,133.57
3062.5,447.266,0.447266,134.15
3527.344,464.844,0.464844,129.08
4005.859,478.516,0.478516,125.39
4486.328,480.469,0.480469,124.88
4978.516,492.188,0.492188,121.9
5464.844,486.328,0.486328,123.37
5964.844,500.0,0.5,120.0
6447.266,482.422,0.482422,124.37
6939.453,492.188,0.492188,121.9
7406.25,466.797,0.466797,128.54
7873.047,466.797,0.466797,128.54
8324.219,451.172,0.451172,132.99
8775.391,451.172,0.451172,132.99
9226.562,451.172,0.451172,132.99
9671.875,445.312,0.445312,134.74
10132.812,460.938,0.460938,130.17
10580.078,447.266,0.447266,134.15
11029.297,449.219,0.449219,133.57
11486.328,457.031,0.457031,131.28
11939.453,453.125,0.453125,132.41
12388.672,449.219,0.449219,133.57
12837.891,449.219,0.449219,133.57
13289.062,451.172,0.451172,132.99
13740.234,451.172,0.451172,132.99
14187.5,447.266,0.447266,134.15
14644.531,457.031,0.457031,131.28
15097.656,453.125,0.453125,132.41
15554.688,457.031,0.457031,131.28
16015.625,460.938,0.460938,130.17
16478.516,462.891,0.462891,129.62
16939.453,460.938,0.460938,130.17
17398.438,458.984,0.458984,130.72
17857.422,458.984,0.458984,130.72
18318.359,460.938,0.460938,130.17
18779.297,460.938,0.460938,130.17
19244.141,464.844,0.464844,129.08
19710.938,466.797,0.466797,128.54
20177.734,466.797,0.466797,128.54
20644.531,466.797,0.466797,128.54
21117.188,472.656,0.472656,126.94
21587.891,470.703,0.470703,127.47
22060.547,472.656,0.472656,126.94
22539.062,478.516,0.478516,125.39
23009.766,470.703,0.470703,127.47
23480.469,470.703,0.470703,127.47
23960.938,480.469,0.480469,124.88
24435.547,474.609,0.474609,126.42
24900.391,464.844,0.464844,129.08
25380.859,480.469,0.480469,124.88
25855.469,474.609,0.474609,126.42
26322.266,466.797,0.466797,128.54
26794.922,472.656,0.472656,126.94
27271.484,476.562,0.476562,125.9
27753.906,482.422,0.482422,124.37
28222.656,468.75,0.46875,128.0
28689.453,466.797,0.466797,128.54
29154.297,464.844,0.464844,129.08
29615.234,460.938,0.460938,130.17
30076.172,460.938,0.460938,130.17
30537.109,460.938,0.460938,130.17
31003.906,466.797,0.466797,128.54
31466.797,462.891,0.462891,129.62
31939.453,472.656,0.472656,126.94
32423.828,484.375,0.484375,123.87
32923.828,500.0,0.5,120.0
33455.078,531.25,0.53125,112.94
34023.438,568.359,0.568359,105.57
34556.641,533.203,0.533203,112.53
35103.516,546.875,0.546875,109.71
35652.344,548.828,0.548828,109.32
36166.016,513.672,0.513672,116.81
36671.875,505.859,0.505859,118.61
37175.781,503.906,0.503906,119.07
37679.688,503.906,0.503906,119.07
38183.594,503.906,0.503906,119.07
38724.609,541.016,0.541016,110.9
39310.547,585.938,0.585938,102.4
39871.094,560.547,0.560547,107.04
40416.016,544.922,0.544922,110.11
40955.078,539.062,0.539062,111.3
41533.203,578.125,0.578125,103.78
42087.891,554.688,0.554688,108.17
42632.812,544.922,0.544922,110.11
43177.734,544.922,0.544922,110.11
43705.078,527.344,0.527344,113.78
44226.562,521.484,0.521484,115.06
44753.906,527.344,0.527344,113.78
45257.812,503.906,0.503906,119.07
45775.391,517.578,0.517578,115.92
46298.828,523.438,0.523438,114.63
46822.266,523.438,0.523438,114.63
47359.375,537.109,0.537109,111.71
47906.25,546.875,0.546875,109.71
48455.078,548.828,0.548828,109.32
48978.516,523.438,0.523438,114.63
49480.469,501.953,0.501953,119.53
49986.328,505.859,0.505859,118.61
50482.422,496.094,0.496094,120.94
50976.562,494.141,0.494141,121.42
51460.938,484.375,0.484375,123.87
51949.219,488.281,0.488281,122.88
52429.688,480.469,0.480469,124.88
52906.25,476.562,0.476562,125.9
53380.859,474.609,0.474609,126.42
53855.469,474.609,0.474609,126.42
54324.219,468.75,0.46875,128.0
54796.875,472.656,0.472656,126.94
55283.203,486.328,0.486328,123.37
55781.25,498.047,0.498047,120.47
56291.016,509.766,0.509766,117.7
56800.781,509.766,0.509766,117.7
57335.938,535.156,0.535156,112.12
57878.906,542.969,0.542969,110.5
58400.391,521.484,0.521484,115.06
58933.594,533.203,0.533203,112.53
59455.078,521.484,0.521484,115.06
59974.609,519.531,0.519531,115.49
60486.328,511.719,0.511719,117.25
60994.141,507.812,0.507812,118.15
61488.281,494.141,0.494141,121.42
61982.422,494.141,0.494141,121.42
62466.797,484.375,0.484375,123.87
62939.453,472.656,0.472656,126.94
63419.922,480.469,0.480469,124.88
63898.438,478.516,0.478516,125.39
64378.906,480.469,0.480469,124.88
64855.469,476.562,0.476562,125.9
65353.516,498.047,0.498047,120.47
65861.328,507.812,0.507812,118.15
66367.188,505.859,0.505859,118.61
66867.188,500.0,0.5,120.0
67375.0,507.812,0.507812,118.15
67880.859,505.859,0.505859,118.61
68376.953,496.094,0.496094,120.94
68882.812,505.859,0.505859,118.61
69382.812,500.0,0.5,120.0
69876.953,494.141,0.494141,121.42
70363.281,486.328,0.486328,123.37
70849.609,486.328,0.486328,123.37
71339.844,490.234,0.490234,122.39
71841.797,501.953,0.501953,119.53
72363.281,521.484,0.521484,115.06
72880.859,517.578,0.517578,115.92
73382.812,501.953,0.501953,119.53
73902.344,519.531,0.519531,115.49
74412.109,509.766,0.509766,117.7
74917.969,505.859,0.505859,118.61
75414.062,496.094,0.496094,120.94
75921.875,507.812,0.507812,118.15
76439.453,517.578,0.517578,115.92
76957.031,517.578,0.517578,115.92
77458.984,501.953,0.501953,119.53
77943.359,484.375,0.484375,123.87
78437.5,494.141,0.494141,121.42
78951.172,513.672,0.513672,116.81
79464.844,513.672,0.513672,116.81
79984.375,519.531,0.519531,115.49
80523.438,539.062,0.539062,111.3
81076.172,552.734,0.552734,108.55
81619.141,542.969,0.542969,110.5
82140.625,521.484,0.521484,115.06
82658.203,517.578,0.517578,115.92
83179.688,521.484,0.521484,115.06
83679.688,500.0,0.5,120.0
84189.453,509.766,0.509766,117.7
84699.219,509.766,0.509766,117.7
85208.984,509.766,0.509766,117.7
