time_ms,rr_ms,rr_s,hr_bpm
1542.969,1007.812,1.007812,59.53
1882.812,339.844,0.339844,176.55
2562.5,679.688,0.679688,88.28
3259.766,697.266,0.697266,86.05
3935.547,675.781,0.675781,88.79
4609.375,673.828,0.673828,89.04
5271.484,662.109,0.662109,90.62
5929.688,658.203,0.658203,91.16
6583.984,654.297,0.654297,91.7
7246.094,662.109,0.662109,90.62
7917.969,671.875,0.671875,89.3
8572.266,654.297,0.654297,91.7
9296.875,724.609,0.724609,82.8
9923.828,626.953,0.626953,95.7
10589.844,666.016,0.666016,90.09
11957.031,1367.188,1.367188,43.89
12628.906,671.875,0.671875,89.3
13316.406,687.5,0.6875,87.27
13974.609,658.203,0.658203,91.16
14658.203,683.594,0.683594,87.77
15044.922,386.719,0.386719,155.15
16019.531,974.609,0.974609,61.56
16447.266,427.734,0.427734,140.27
17130.859,683.594,0.683594,87.77
18087.891,957.031,0.957031,62.69
18787.109,699.219,0.699219,85.81
19527.344,740.234,0.740234,81.06
20177.734,650.391,0.650391,92.25
21523.438,1345.703,1.345703,44.59
22861.328,1337.891,1.337891,44.85
23544.922,683.594,0.683594,87.77
24203.125,658.203,0.658203,91.16
24884.766,681.641,0.681641,88.02
25195.312,310.547,0.310547,193.21
25556.641,361.328,0.361328,166.05
26224.609,667.969,0.667969,89.82
26892.578,667.969,0.667969,89.82
27572.266,679.688,0.679688,88.28
28244.141,671.875,0.671875,89.3
28900.391,656.25,0.65625,91.43
29572.266,671.875,0.671875,89.3
30246.094,673.828,0.673828,89.04
30931.641,685.547,0.685547,87.52
31253.906,322.266,0.322266,186.18
31910.156,656.25,0.65625,91.43
32271.484,361.328,0.361328,166.05
33013.672,742.188,0.742188,80.84
33328.125,314.453,0.314453,190.81
33667.969,339.844,0.339844,176.55
34367.188,699.219,0.699219,85.81
35044.922,677.734,0.677734,88.53
35728.516,683.594,0.683594,87.77
36419.922,691.406,0.691406,86.78
36746.094,326.172,0.326172,183.95
37105.469,359.375,0.359375,166.96
37789.062,683.594,0.683594,87.77
38115.234,326.172,0.326172,183.95
38462.891,347.656,0.347656,172.58
39152.344,689.453,0.689453,87.03
39578.125,425.781,0.425781,140.92
40201.172,623.047,0.623047,96.3
40503.906,302.734,0.302734,198.19
41193.359,689.453,0.689453,87.03
41542.969,349.609,0.349609,171.62
41882.812,339.844,0.339844,176.55
42214.844,332.031,0.332031,180.71
42556.641,341.797,0.341797,175.54
42921.875,365.234,0.365234,164.28
43603.516,681.641,0.681641,88.02
43925.781,322.266,0.322266,186.18
44625.0,699.219,0.699219,85.81
45298.828,673.828,0.673828,89.04
45984.375,685.547,0.685547,87.52
46660.156,675.781,0.675781,88.79
47072.266,412.109,0.412109,145.59
47720.703,648.438,0.648438,92.53
48029.297,308.594,0.308594,194.43
48720.703,691.406,0.691406,86.78
49419.922,699.219,0.699219,85.81
50095.703,675.781,0.675781,88.79
50781.25,685.547,0.685547,87.52
51134.766,353.516,0.353516,169.72
51472.656,337.891,0.337891,177.57
52847.656,1375.0,1.375,43.64
53187.5,339.844,0.339844,176.55
53517.578,330.078,0.330078,181.78
54220.703,703.125,0.703125,85.33
54912.109,691.406,0.691406,86.78
55285.156,373.047,0.373047,160.84
55625.0,339.844,0.339844,176.55
55970.703,345.703,0.345703,173.56
56308.594,337.891,0.337891,177.57
57005.859,697.266,0.697266,86.05
57708.984,703.125,0.703125,85.33
58402.344,693.359,0.693359,86.54
59082.031,679.688,0.679688,88.28
59787.109,705.078,0.705078,85.1
60109.375,322.266,0.322266,186.18
60470.703,361.328,0.361328,166.05
61199.219,728.516,0.728516,82.36
61894.531,695.312,0.695312,86.29
62605.469,710.938,0.710938,84.4
63648.438,1042.969,1.042969,57.53
63990.234,341.797,0.341797,175.54
64673.828,683.594,0.683594,87.77
65017.578,343.75,0.34375,174.55
65357.422,339.844,0.339844,176.55
66044.922,687.5,0.6875,87.27
66736.328,691.406,0.691406,86.78
67087.891,351.562,0.351562,170.67
67408.203,320.312,0.320312,187.32
68080.078,671.875,0.671875,89.3
68763.672,683.594,0.683594,87.77
69177.734,414.062,0.414062,144.91
69810.547,632.812,0.632812,94.81
70138.672,328.125,0.328125,182.86
71175.781,1037.109,1.037109,57.85
71511.719,335.938,0.335938,178.6
71871.094,359.375,0.359375,166.96
72568.359,697.266,0.697266,86.05
73236.328,667.969,0.667969,89.82
73603.516,367.188,0.367188,163.4
73906.25,302.734,0.302734,198.19
74234.375,328.125,0.328125,182.86
74955.078,720.703,0.720703,83.25
76005.859,1050.781,1.050781,57.1
76705.078,699.219,0.699219,85.81
77402.344,697.266,0.697266,86.05
77705.078,302.734,0.302734,198.19
78390.625,685.547,0.685547,87.52
80146.484,1755.859,1.755859,34.17
80806.641,660.156,0.660156,90.89
81158.203,351.562,0.351562,170.67
81843.75,685.547,0.685547,87.52
82205.078,361.328,0.361328,166.05
82541.016,335.938,0.335938,178.6
83210.938,669.922,0.669922,89.56
83935.547,724.609,0.724609,82.8
84630.859,695.312,0.695312,86.29
84980.469,349.609,0.349609,171.62
85402.344,421.875,0.421875,142.22
85990.234,587.891,0.587891,102.06
86396.484,406.25,0.40625,147.69
86718.75,322.266,0.322266,186.18
87357.422,638.672,0.638672,93.94
87716.797,359.375,0.359375,166.96
88052.734,335.938,0.335938,178.6
88412.109,359.375,0.359375,166.96
88722.656,310.547,0.310547,193.21
89402.344,679.688,0.679688,88.28
89798.828,396.484,0.396484,151.33
90431.641,632.812,0.632812,94.81
90775.391,343.75,0.34375,174.55
91804.688,1029.297,1.029297,58.29
92125.0,320.312,0.320312,187.32
92808.594,683.594,0.683594,87.77
93185.547,376.953,0.376953,159.17
93519.531,333.984,0.333984,179.65
94189.453,669.922,0.669922,89.56
94882.812,693.359,0.693359,86.54
95242.188,359.375,0.359375,166.96
95576.172,333.984,0.333984,179.65
96691.406,1115.234,1.115234,53.8
97330.078,638.672,0.638672,93.94
97671.875,341.797,0.341797,175.54
98050.781,378.906,0.378906,158.35
99781.25,1730.469,1.730469,34.67
100119.141,337.891,0.337891,177.57
100464.844,345.703,0.345703,173.56
101156.25,691.406,0.691406,86.78
101851.562,695.312,0.695312,86.29
102201.172,349.609,0.349609,171.62
102886.719,685.547,0.685547,87.52
103238.281,351.562,0.351562,170.67
103599.609,361.328,0.361328,166.05
104292.969,693.359,0.693359,86.54
104634.766,341.797,0.341797,175.54
105009.766,375.0,0.375,160.0
105349.609,339.844,0.339844,176.55
105703.125,353.516,0.353516,169.72
106058.594,355.469,0.355469,168.79
106750.0,691.406,0.691406,86.78
107169.922,419.922,0.419922,142.88
108146.484,976.562,0.976562,61.44
108570.312,423.828,0.423828,141.57
109894.531,1324.219,1.324219,45.31
110240.234,345.703,0.345703,173.56
110949.219,708.984,0.708984,84.63
111300.781,351.562,0.351562,170.67
111632.812,332.031,0.332031,180.71
111998.047,365.234,0.365234,164.28
112341.797,343.75,0.34375,174.55
113041.016,699.219,0.699219,85.81
113744.141,703.125,0.703125,85.33
114439.453,695.312,0.695312,86.29
115126.953,687.5,0.6875,87.27
115828.125,701.172,0.701172,85.57
116193.359,365.234,0.365234,164.28
116525.391,332.031,0.332031,180.71
116867.188,341.797,0.341797,175.54
117214.844,347.656,0.347656,172.58
117591.797,376.953,0.376953,159.17
117927.734,335.938,0.335938,178.6
118281.25,353.516,0.353516,169.72
118625.0,343.75,0.34375,174.55
119314.453,689.453,0.689453,87.03
119755.859,441.406,0.441406,135.93
120699.219,943.359,0.943359,63.6
121062.5,363.281,0.363281,165.16
121421.875,359.375,0.359375,166.96
121791.016,369.141,0.369141,162.54
122167.969,376.953,0.376953,159.17
122626.953,458.984,0.458984,130.72
123007.812,380.859,0.380859,157.54
123433.594,425.781,0.425781,140.92
123904.297,470.703,0.470703,127.47
124578.125,673.828,0.673828,89.04
125482.422,904.297,0.904297,66.35
125951.172,468.75,0.46875,128.0
126277.344,326.172,0.326172,183.95
126605.469,328.125,0.328125,182.86
