time_ms,rr_ms,rr_s,hr_bpm
1019.531,654.297,0.654297,91.7
1648.438,628.906,0.628906,95.4
2269.531,621.094,0.621094,96.6
2863.281,593.75,0.59375,101.05
3431.641,568.359,0.568359,105.57
4009.766,578.125,0.578125,103.78
4585.938,576.172,0.576172,104.14
5167.969,582.031,0.582031,103.09
5767.578,599.609,0.599609,100.07
6359.375,591.797,0.591797,101.39
6945.312,585.938,0.585938,102.4
7525.391,580.078,0.580078,103.43
8119.141,593.75,0.59375,101.05
8724.609,605.469,0.605469,99.1
9337.891,613.281,0.613281,97.83
9941.406,603.516,0.603516,99.42
10556.641,615.234,0.615234,97.52
11156.25,599.609,0.599609,100.07
11769.531,613.281,0.613281,97.83
12388.672,619.141,0.619141,96.91
13035.156,646.484,0.646484,92.81
13685.547,650.391,0.650391,92.25
14343.75,658.203,0.658203,91.16
14980.469,636.719,0.636719,94.23
15587.891,607.422,0.607422,98.78
16195.312,607.422,0.607422,98.78
16775.391,580.078,0.580078,103.43
17353.516,578.125,0.578125,103.78
17921.875,568.359,0.568359,105.57
18496.094,574.219,0.574219,104.49
19082.031,585.938,0.585938,102.4
19652.344,570.312,0.570312,105.21
20238.281,585.938,0.585938,102.4
20820.312,582.031,0.582031,103.09
21406.25,585.938,0.585938,102.4
22003.906,597.656,0.597656,100.39
22611.328,607.422,0.607422,98.78
23201.172,589.844,0.589844,101.72
23814.453,613.281,0.613281,97.83
24431.641,617.188,0.617188,97.22
25027.344,595.703,0.595703,100.72
25640.625,613.281,0.613281,97.83
26265.625,625.0,0.625,96.0
26876.953,611.328,0.611328,98.15
27500.0,623.047,0.623047,96.3
28117.188,617.188,0.617188,97.22
28718.75,601.562,0.601562,99.74
29314.453,595.703,0.595703,100.72
29923.828,609.375,0.609375,98.46
30531.25,607.422,0.607422,98.78
31144.531,613.281,0.613281,97.83
31759.766,615.234,0.615234,97.52
32369.141,609.375,0.609375,98.46
32978.516,609.375,0.609375,98.46
33585.938,607.422,0.607422,98.78
34203.125,617.188,0.617188,97.22
34820.312,617.188,0.617188,97.22
35441.406,621.094,0.621094,96.6
36046.875,605.469,0.605469,99.1
36630.859,583.984,0.583984,102.74
37199.219,568.359,0.568359,105.57
37777.344,578.125,0.578125,103.78
38349.609,572.266,0.572266,104.85
38898.438,548.828,0.548828,109.32
39449.219,550.781,0.550781,108.94
39984.375,535.156,0.535156,112.12
40527.344,542.969,0.542969,110.5
41068.359,541.016,0.541016,110.9
41609.375,541.016,0.541016,110.9
42138.672,529.297,0.529297,113.36
42687.5,548.828,0.548828,109.32
43259.766,572.266,0.572266,104.85
43851.562,591.797,0.591797,101.39
44445.312,593.75,0.59375,101.05
45037.109,591.797,0.591797,101.39
45623.047,585.938,0.585938,102.4
46208.984,585.938,0.585938,102.4
46787.109,578.125,0.578125,103.78
47365.234,578.125,0.578125,103.78
47935.547,570.312,0.570312,105.21
48505.859,570.312,0.570312,105.21
49062.5,556.641,0.556641,107.79
49638.672,576.172,0.576172,104.14
50208.984,570.312,0.570312,105.21
50810.547,601.562,0.601562,99.74
51417.969,607.422,0.607422,98.78
52021.484,603.516,0.603516,99.42
52615.234,593.75,0.59375,101.05
53191.406,576.172,0.576172,104.14
53761.719,570.312,0.570312,105.21
54330.078,568.359,0.568359,105.57
54902.344,572.266,0.572266,104.85
55492.188,589.844,0.589844,101.72
56060.547,568.359,0.568359,105.57
56675.781,615.234,0.615234,97.52
57296.875,621.094,0.621094,96.6
57943.359,646.484,0.646484,92.81
58591.797,648.438,0.648438,92.53
59232.422,640.625,0.640625,93.66
59859.375,626.953,0.626953,95.7
60455.078,595.703,0.595703,100.72
61052.734,597.656,0.597656,100.39
61646.484,593.75,0.59375,101.05
62246.094,599.609,0.599609,100.07
62855.469,609.375,0.609375,98.46
63476.562,621.094,0.621094,96.6
64097.656,621.094,0.621094,96.6
64714.844,617.188,0.617188,97.22
65304.688,589.844,0.589844,101.72
