time_ms,rr_ms,rr_s,hr_bpm
1398.438,687.5,0.6875,87.27
2033.203,634.766,0.634766,94.52
2916.016,882.812,0.882812,67.96
4234.375,1318.359,1.318359,45.51
4886.719,652.344,0.652344,91.98
5511.719,625.0,0.625,96.0
7724.609,2212.891,2.212891,27.11
8341.797,617.188,0.617188,97.22
9009.766,667.969,0.667969,89.82
10005.859,996.094,0.996094,60.24
11140.625,1134.766,1.134766,52.87
11662.109,521.484,0.521484,115.06
12658.203,996.094,0.996094,60.24
13292.969,634.766,0.634766,94.52
14685.547,1392.578,1.392578,43.09
16689.453,2003.906,2.003906,29.94
17017.578,328.125,0.328125,182.86
17355.469,337.891,0.337891,177.57
18031.25,675.781,0.675781,88.79
18367.188,335.938,0.335938,178.6
19371.094,1003.906,1.003906,59.77
19724.609,353.516,0.353516,169.72
20248.047,523.438,0.523438,114.63
22392.578,2144.531,2.144531,27.98
22900.391,507.812,0.507812,118.15
23416.016,515.625,0.515625,116.36
24953.125,1537.109,1.537109,39.03
25628.906,675.781,0.675781,88.79
25958.984,330.078,0.330078,181.78
27494.141,1535.156,1.535156,39.08
28521.484,1027.344,1.027344,58.4
30650.391,2128.906,2.128906,28.18
34837.891,4187.5,4.1875,14.33
35367.188,529.297,0.529297,113.36
36400.391,1033.203,1.033203,58.07
39195.312,2794.922,2.794922,21.47
40041.016,845.703,0.845703,70.95
41566.406,1525.391,1.525391,39.33
42572.266,1005.859,1.005859,59.65
43794.922,1222.656,1.222656,49.07
45121.094,1326.172,1.326172,45.24
45623.047,501.953,0.501953,119.53
46644.531,1021.484,1.021484,58.74
47650.391,1005.859,1.005859,59.65
49443.359,1792.969,1.792969,33.46
50128.906,685.547,0.685547,87.52
51091.797,962.891,0.962891,62.31
52765.625,1673.828,1.673828,35.85
53457.031,691.406,0.691406,86.78
54410.156,953.125,0.953125,62.95
54886.719,476.562,0.476562,125.9
55376.953,490.234,0.490234,122.39
55847.656,470.703,0.470703,127.47
56345.703,498.047,0.498047,120.47
56845.703,500.0,0.5,120.0
58257.812,1412.109,1.412109,42.49
58794.922,537.109,0.537109,111.71
59275.391,480.469,0.480469,124.88
60068.359,792.969,0.792969,75.67
60744.141,675.781,0.675781,88.79
61761.719,1017.578,1.017578,58.96
62257.812,496.094,0.496094,120.94
62773.438,515.625,0.515625,116.36
64193.359,1419.922,1.419922,42.26
65785.156,1591.797,1.591797,37.69
66306.641,521.484,0.521484,115.06
67044.922,738.281,0.738281,81.27
67738.281,693.359,0.693359,86.54
68080.078,341.797,0.341797,175.54
68748.047,667.969,0.667969,89.82
69527.344,779.297,0.779297,76.99
70826.172,1298.828,1.298828,46.2
71160.156,333.984,0.333984,179.65
72392.578,1232.422,1.232422,48.68
73054.688,662.109,0.662109,90.62
73476.562,421.875,0.421875,142.22
74888.672,1412.109,1.412109,42.49
75943.359,1054.688,1.054688,56.89
76441.406,498.047,0.498047,120.47
77052.734,611.328,0.611328,98.15
77382.812,330.078,0.330078,181.78
77974.609,591.797,0.591797,101.39
78466.797,492.188,0.492188,121.9
79107.422,640.625,0.640625,93.66
79847.656,740.234,0.740234,81.06
80746.094,898.438,0.898438,66.78
82751.953,2005.859,2.005859,29.91
83359.375,607.422,0.607422,98.78
84023.438,664.062,0.664062,90.35
85251.953,1228.516,1.228516,48.84
85632.812,380.859,0.380859,157.54
87263.672,1630.859,1.630859,36.79
88273.438,1009.766,1.009766,59.42
88980.469,707.031,0.707031,84.86
89396.484,416.016,0.416016,144.23
89789.062,392.578,0.392578,152.84
91548.828,1759.766,1.759766,34.1
91945.312,396.484,0.396484,151.33
92326.172,380.859,0.380859,157.54
92964.844,638.672,0.638672,93.94
93447.266,482.422,0.482422,124.37
94023.438,576.172,0.576172,104.14
94453.125,429.688,0.429688,139.64
95115.234,662.109,0.662109,90.62
95933.594,818.359,0.818359,73.32
96431.641,498.047,0.498047,120.47
97226.562,794.922,0.794922,75.48
97896.484,669.922,0.669922,89.56
98308.594,412.109,0.412109,145.59
98943.359,634.766,0.634766,94.52
99960.938,1017.578,1.017578,58.96
100335.938,375.0,0.375,160.0
101498.047,1162.109,1.162109,51.63
103152.344,1654.297,1.654297,36.27
103585.938,433.594,0.433594,138.38
104111.328,525.391,0.525391,114.2
105103.516,992.188,0.992188,60.47
106494.141,1390.625,1.390625,43.15
108154.297,1660.156,1.660156,36.14
108873.047,718.75,0.71875,83.48
109185.547,312.5,0.3125,192.0
109601.562,416.016,0.416016,144.23
111654.297,2052.734,2.052734,29.23
