time_ms,rr_ms,rr_s,hr_bpm
929.688,607.422,0.607422,98.78
1554.688,625.0,0.625,96.0
2445.312,890.625,0.890625,67.37
3287.109,841.797,0.841797,71.28
5210.938,1923.828,1.923828,31.19
5648.438,437.5,0.4375,137.14
7738.281,2089.844,2.089844,28.71
9826.172,2087.891,2.087891,28.74
11162.109,1335.938,1.335938,44.91
11839.844,677.734,0.677734,88.53
12816.406,976.562,0.976562,61.44
15513.672,2697.266,2.697266,22.24
16197.266,683.594,0.683594,87.77
17281.25,1083.984,1.083984,55.35
20474.609,3193.359,3.193359,18.79
21580.078,1105.469,1.105469,54.28
22281.25,701.172,0.701172,85.57
22970.703,689.453,0.689453,87.03
23695.312,724.609,0.724609,82.8
24021.484,326.172,0.326172,183.95
25095.703,1074.219,1.074219,55.85
25853.516,757.812,0.757812,79.18
26568.359,714.844,0.714844,83.93
27279.297,710.938,0.710938,84.4
27617.188,337.891,0.337891,177.57
27976.562,359.375,0.359375,166.96
28294.922,318.359,0.318359,188.47
28654.297,359.375,0.359375,166.96
29316.406,662.109,0.662109,90.62
29648.438,332.031,0.332031,180.71
30337.891,689.453,0.689453,87.03
30750.0,412.109,0.412109,145.59
32162.109,1412.109,1.412109,42.49
33570.312,1408.203,1.408203,42.61
34183.594,613.281,0.613281,97.83
34541.016,357.422,0.357422,167.87
34898.438,357.422,0.357422,167.87
36480.469,1582.031,1.582031,37.93
37183.594,703.125,0.703125,85.33
37558.594,375.0,0.375,160.0
37904.297,345.703,0.345703,173.56
38259.766,355.469,0.355469,168.79
38583.984,324.219,0.324219,185.06
39302.734,718.75,0.71875,83.48
40343.75,1041.016,1.041016,57.64
40824.219,480.469,0.480469,124.88
41371.094,546.875,0.546875,109.71
42121.094,750.0,0.75,80.0
42445.312,324.219,0.324219,185.06
44599.609,2154.297,2.154297,27.85
45699.219,1099.609,1.099609,54.56
46062.5,363.281,0.363281,165.16
46736.328,673.828,0.673828,89.04
47097.656,361.328,0.361328,166.05
47812.5,714.844,0.714844,83.93
48693.359,880.859,0.880859,68.12
49994.141,1300.781,1.300781,46.13
50710.938,716.797,0.716797,83.71
51425.781,714.844,0.714844,83.93
52142.578,716.797,0.716797,83.71
52839.844,697.266,0.697266,86.05
53562.5,722.656,0.722656,83.03
55064.453,1501.953,1.501953,39.95
55783.203,718.75,0.71875,83.48
57269.531,1486.328,1.486328,40.37
58062.5,792.969,0.792969,75.67
58744.141,681.641,0.681641,88.02
59105.469,361.328,0.361328,166.05
59468.75,363.281,0.363281,165.16
60066.406,597.656,0.597656,100.39
60652.344,585.938,0.585938,102.4
61187.5,535.156,0.535156,112.12
61851.562,664.062,0.664062,90.35
62583.984,732.422,0.732422,81.92
63302.734,718.75,0.71875,83.48
63884.766,582.031,0.582031,103.09
64216.797,332.031,0.332031,180.71
64611.328,394.531,0.394531,152.08
64988.281,376.953,0.376953,159.17
65667.969,679.688,0.679688,88.28
66712.891,1044.922,1.044922,57.42
67380.859,667.969,0.667969,89.82
67837.891,457.031,0.457031,131.28
69041.016,1203.125,1.203125,49.87
69486.328,445.312,0.445312,134.74
70427.734,941.406,0.941406,63.73
71027.344,599.609,0.599609,100.07
71574.219,546.875,0.546875,109.71
71960.938,386.719,0.386719,155.15
72576.172,615.234,0.615234,97.52
73345.703,769.531,0.769531,77.97
74119.141,773.438,0.773438,77.58
74847.656,728.516,0.728516,82.36
75583.984,736.328,0.736328,81.49
76736.328,1152.344,1.152344,52.07
77091.797,355.469,0.355469,168.79
77771.484,679.688,0.679688,88.28
78105.469,333.984,0.333984,179.65
78947.266,841.797,0.841797,71.28
83626.953,4679.688,4.679688,12.82
84548.828,921.875,0.921875,65.08
85794.922,1246.094,1.246094,48.15
88314.453,2519.531,2.519531,23.81
90400.391,2085.938,2.085938,28.76
90812.5,412.109,0.412109,145.59
91195.312,382.812,0.382812,156.73
91625.0,429.688,0.429688,139.64
92375.0,750.0,0.75,80.0
93121.094,746.094,0.746094,80.42
93748.047,626.953,0.626953,95.7
94699.219,951.172,0.951172,63.08
95113.281,414.062,0.414062,144.91
95572.266,458.984,0.458984,130.72
96087.891,515.625,0.515625,116.36
96453.125,365.234,0.365234,164.28
97292.969,839.844,0.839844,71.44
97869.141,576.172,0.576172,104.14
98568.359,699.219,0.699219,85.81
99074.219,505.859,0.505859,118.61
100085.938,1011.719,1.011719,59.31
101140.625,1054.688,1.054688,56.89
101744.141,603.516,0.603516,99.42
102226.562,482.422,0.482422,124.37
103105.469,878.906,0.878906,68.27
103990.234,884.766,0.884766,67.81
104962.891,972.656,0.972656,61.69
105835.938,873.047,0.873047,68.72
106824.219,988.281,0.988281,60.71
107849.609,1025.391,1.025391,58.51
108212.891,363.281,0.363281,165.16
108578.125,365.234,0.365234,164.28
108880.859,302.734,0.302734,198.19
109744.141,863.281,0.863281,69.5
110732.422,988.281,0.988281,60.71
111199.219,466.797,0.466797,128.54
