time_ms,rr_ms,rr_s,hr_bpm
1078.125,498.047,0.498047,120.47
1574.219,496.094,0.496094,120.94
2058.594,484.375,0.484375,123.87
2560.547,501.953,0.501953,119.53
3066.406,505.859,0.505859,118.61
3558.594,492.188,0.492188,121.9
4052.734,494.141,0.494141,121.42
4558.594,505.859,0.505859,118.61
5050.781,492.188,0.492188,121.9
5544.922,494.141,0.494141,121.42
6039.062,494.141,0.494141,121.42
6525.391,486.328,0.486328,123.37
7017.578,492.188,0.492188,121.9
7496.094,478.516,0.478516,125.39
7968.75,472.656,0.472656,126.94
8451.172,482.422,0.482422,124.37
8923.828,472.656,0.472656,126.94
9394.531,470.703,0.470703,127.47
9857.422,462.891,0.462891,129.62
10324.219,466.797,0.466797,128.54
10789.062,464.844,0.464844,129.08
11248.047,458.984,0.458984,130.72
11708.984,460.938,0.460938,130.17
12167.969,458.984,0.458984,130.72
12632.812,464.844,0.464844,129.08
13091.797,458.984,0.458984,130.72
13544.922,453.125,0.453125,132.41
14011.719,466.797,0.466797,128.54
14470.703,458.984,0.458984,130.72
14935.547,464.844,0.464844,129.08
15394.531,458.984,0.458984,130.72
15851.562,457.031,0.457031,131.28
16312.5,460.938,0.460938,130.17
16763.672,451.172,0.451172,132.99
17220.703,457.031,0.457031,131.28
17683.594,462.891,0.462891,129.62
18142.578,458.984,0.458984,130.72
18597.656,455.078,0.455078,131.85
19062.5,464.844,0.464844,129.08
19519.531,457.031,0.457031,131.28
19986.328,466.797,0.466797,128.54
20445.312,458.984,0.458984,130.72
20912.109,466.797,0.466797,128.54
21376.953,464.844,0.464844,129.08
21835.938,458.984,0.458984,130.72
22292.969,457.031,0.457031,131.28
22753.906,460.938,0.460938,130.17
23220.703,466.797,0.466797,128.54
23673.828,453.125,0.453125,132.41
24134.766,460.938,0.460938,130.17
24595.703,460.938,0.460938,130.17
25044.922,449.219,0.449219,133.57
25500.0,455.078,0.455078,131.85
25949.219,449.219,0.449219,133.57
26406.25,457.031,0.457031,131.28
26857.422,451.172,0.451172,132.99
27308.594,451.172,0.451172,132.99
27771.484,462.891,0.462891,129.62
28234.375,462.891,0.462891,129.62
28691.406,457.031,0.457031,131.28
29154.297,462.891,0.462891,129.62
29615.234,460.938,0.460938,130.17
30076.172,460.938,0.460938,130.17
30537.109,460.938,0.460938,130.17
30996.094,458.984,0.458984,130.72
31462.891,466.797,0.466797,128.54
31917.969,455.078,0.455078,131.85
32375.0,457.031,0.457031,131.28
32830.078,455.078,0.455078,131.85
33283.203,453.125,0.453125,132.41
33728.516,445.312,0.445312,134.74
34175.781,447.266,0.447266,134.15
34619.141,443.359,0.443359,135.33
35072.266,453.125,0.453125,132.41
35521.484,449.219,0.449219,133.57
35972.656,451.172,0.451172,132.99
36421.875,449.219,0.449219,133.57
36869.141,447.266,0.447266,134.15
37318.359,449.219,0.449219,133.57
37769.531,451.172,0.451172,132.99
38228.516,458.984,0.458984,130.72
38685.547,457.031,0.457031,131.28
39140.625,455.078,0.455078,131.85
39603.516,462.891,0.462891,129.62
40056.641,453.125,0.453125,132.41
40503.906,447.266,0.447266,134.15
40958.984,455.078,0.455078,131.85
41421.875,462.891,0.462891,129.62
41876.953,455.078,0.455078,131.85
42328.125,451.172,0.451172,132.99
42785.156,457.031,0.457031,131.28
43240.234,455.078,0.455078,131.85
43697.266,457.031,0.457031,131.28
44156.25,458.984,0.458984,130.72
44613.281,457.031,0.457031,131.28
45070.312,457.031,0.457031,131.28
45525.391,455.078,0.455078,131.85
45976.562,451.172,0.451172,132.99
46429.688,453.125,0.453125,132.41
46878.906,449.219,0.449219,133.57
47330.078,451.172,0.451172,132.99
47781.25,451.172,0.451172,132.99
48228.516,447.266,0.447266,134.15
48666.016,437.5,0.4375,137.14
49113.281,447.266,0.447266,134.15
49564.453,451.172,0.451172,132.99
50011.719,447.266,0.447266,134.15
50457.031,445.312,0.445312,134.74
50910.156,453.125,0.453125,132.41
51355.469,445.312,0.445312,134.74
51800.781,445.312,0.445312,134.74
52250.0,449.219,0.449219,133.57
52705.078,455.078,0.455078,131.85
53160.156,455.078,0.455078,131.85
53617.188,457.031,0.457031,131.28
54076.172,458.984,0.458984,130.72
54529.297,453.125,0.453125,132.41
54978.516,449.219,0.449219,133.57
55429.688,451.172,0.451172,132.99
55867.188,437.5,0.4375,137.14
56324.219,457.031,0.457031,131.28
56773.438,449.219,0.449219,133.57
57234.375,460.938,0.460938,130.17
57685.547,451.172,0.451172,132.99
58150.391,464.844,0.464844,129.08
58609.375,458.984,0.458984,130.72
59066.406,457.031,0.457031,131.28
59529.297,462.891,0.462891,129.62
59984.375,455.078,0.455078,131.85
60439.453,455.078,0.455078,131.85
60886.719,447.266,0.447266,134.15
61345.703,458.984,0.458984,130.72
61808.594,462.891,0.462891,129.62
62259.766,451.172,0.451172,132.99
62718.75,458.984,0.458984,130.72
63171.875,453.125,0.453125,132.41
63625.0,453.125,0.453125,132.41
64080.078,455.078,0.455078,131.85
64531.25,451.172,0.451172,132.99
64984.375,453.125,0.453125,132.41
65441.406,457.031,0.457031,131.28
65890.625,449.219,0.449219,133.57
66343.75,453.125,0.453125,132.41
66796.875,453.125,0.453125,132.41
67248.047,451.172,0.451172,132.99
67699.219,451.172,0.451172,132.99
68148.438,449.219,0.449219,133.57
68607.422,458.984,0.458984,130.72
69058.594,451.172,0.451172,132.99
69511.719,453.125,0.453125,132.41
69970.703,458.984,0.458984,130.72
70427.734,457.031,0.457031,131.28
70882.812,455.078,0.455078,131.85
71332.031,449.219,0.449219,133.57
71785.156,453.125,0.453125,132.41
72238.281,453.125,0.453125,132.41
72691.406,453.125,0.453125,132.41
73142.578,451.172,0.451172,132.99
73595.703,453.125,0.453125,132.41
74041.016,445.312,0.445312,134.74
74496.094,455.078,0.455078,131.85
74947.266,451.172,0.451172,132.99
75402.344,455.078,0.455078,131.85
75857.422,455.078,0.455078,131.85
76314.453,457.031,0.457031,131.28
76777.344,462.891,0.462891,129.62
77246.094,468.75,0.46875,128.0
77714.844,468.75,0.46875,128.0
78185.547,470.703,0.470703,127.47
78648.438,462.891,0.462891,129.62
79119.141,470.703,0.470703,127.47
79580.078,460.938,0.460938,130.17
80042.969,462.891,0.462891,129.62
80511.719,468.75,0.46875,128.0
80974.609,462.891,0.462891,129.62
81441.406,466.797,0.466797,128.54
81906.25,464.844,0.464844,129.08
82375.0,468.75,0.46875,128.0
82847.656,472.656,0.472656,126.94
83316.406,468.75,0.46875,128.0
83787.109,470.703,0.470703,127.47
84261.719,474.609,0.474609,126.42
84732.422,470.703,0.470703,127.47
85201.172,468.75,0.46875,128.0
85669.922,468.75,0.46875,128.0
86146.484,476.562,0.476562,125.9
86632.812,486.328,0.486328,123.37
87082.031,449.219,0.449219,133.57
87550.781,468.75,0.46875,128.0
88017.578,466.797,0.466797,128.54
88423.828,406.25,0.40625,147.69
88941.406,517.578,0.517578,115.92
89402.344,460.938,0.460938,130.17
89861.328,458.984,0.458984,130.72
90316.406,455.078,0.455078,131.85
90773.438,457.031,0.457031,131.28
91230.469,457.031,0.457031,131.28
91685.547,455.078,0.455078,131.85
92134.766,449.219,0.449219,133.57
92582.031,447.266,0.447266,134.15
93031.25,449.219,0.449219,133.57
93490.234,458.984,0.458984,130.72
93941.406,451.172,0.451172,132.99
94396.484,455.078,0.455078,131.85
94845.703,449.219,0.449219,133.57
95302.734,457.031,0.457031,131.28
95763.672,460.938,0.460938,130.17
96222.656,458.984,0.458984,130.72
96687.5,464.844,0.464844,129.08
97138.672,451.172,0.451172,132.99
97591.797,453.125,0.453125,132.41
98050.781,458.984,0.458984,130.72
98496.094,445.312,0.445312,134.74
98949.219,453.125,0.453125,132.41
99402.344,453.125,0.453125,132.41
99861.328,458.984,0.458984,130.72
100320.312,458.984,0.458984,130.72
100783.203,462.891,0.462891,129.62
101255.859,472.656,0.472656,126.94
101728.516,472.656,0.472656,126.94
102207.031,478.516,0.478516,125.39
102685.547,478.516,0.478516,125.39
103154.297,468.75,0.46875,128.0
103632.812,478.516,0.478516,125.39
104109.375,476.562,0.476562,125.9
104585.938,476.562,0.476562,125.9
105062.5,476.562,0.476562,125.9
105529.297,466.797,0.466797,128.54
106005.859,476.562,0.476562,125.9
106478.516,472.656,0.472656,126.94
106953.125,474.609,0.474609,126.42
107423.828,470.703,0.470703,127.47
107888.672,464.844,0.464844,129.08
